央视频道,#genre#
甘肃卫视,http://39.135.34.158:18890/000000001000/1000000002000017827/1.m3u8?channel-id=ystenlive&Contentid=1000000002000017827&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000017827&owchid=ystenlive&owsid=1106497909461366475&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjhA4sBZEsqnSa3KvsIaVI9wPS8Gj6lJe1Zo41ze%2fWmzecpyT4Tmxoc1paT1vcrQhVS
NEWTV,#genre#
明星大片,http://121.31.30.91:8081/ysten-business/live/mingxingdp/1.m3u8
金牌综艺,http://121.31.30.91:8081/ysten-business/live/saishijx/1.m3u8
精品体育,http://121.31.30.91:8081/ysten-business/live/jtiyu/1.m3u8
精品大剧,http://121.31.30.91:8081/ysten-business/live/jdaju/1.m3u8
精品电影,http://121.31.30.91:8081/ysten-business/live/jdianying/1.m3u8
海外剧场,http://121.31.30.91:8081/ysten-business/live/xiqumd/1.m3u8
家庭剧场,http://121.31.30.91:8081/ysten-business/live/jiatingjc/1.m3u8
爱情喜剧,http://121.31.30.91:8081/ysten-business/live/aiqingxj/1.m3u8
古装剧场,http://121.31.30.91:8081/ysten-business/live/guzhuangjc/1.m3u8
军旅剧场,http://121.31.30.91:8081/ysten-business/live/junlvjc/1.m3u8
惊悚悬疑,http://121.31.30.91:8081/ysten-business/live/jingsongxy/1.m3u8
精品记录,http://121.31.30.91:8081/ysten-business/live/jingpinjl/1.m3u8
军事评论,http://121.31.30.91:8081/ysten-business/live/junshipl/1.m3u8
农业致富,http://121.31.30.91:8081/ysten-business/live/nongyezf/1.m3u8
电竞,http://121.31.30.91:8081/ysten-business/live/wmyx/1.m3u8
健康有约,http://121.31.30.91:8081/ysten-business/live/ljiankangyouyue/1.m3u8
搏击,http://121.31.30.91:8081/ysten-business/live/SD-1500k-576P-bokesen/1.m3u8
海看频道,#genre#
海看高清,http://150.138.8.143/00/SNM/CHANNEL00000407/index.m3u8
海看演艺,http://150.138.8.143/00/SNM/CHANNEL00000400/index.m3u8
海看健康,http://150.138.8.143/00/SNM/CHANNEL00000401/index.m3u8
海看少儿,http://150.138.8.143/00/SNM/CHANNEL00000402/index.m3u8
海看剧场,http://150.138.8.143/00/SNM/CHANNEL00000403/index.m3u8
海看热播,http://150.138.8.143/00/SNM/CHANNEL00000405/index.m3u8
靓装频道,http://150.138.8.143/00/SNM/CHANNEL00000406/index.m3u8
海看电竞,http://150.138.8.143/00/SNM/CHANNEL00000408/index.m3u8
青岛频道,#genre#
QTV-1,http://150.138.8.143/00/SNM/CHANNEL00000500/index.m3u8
QTV-2,http://150.138.8.143/00/SNM/CHANNEL00000501/index.m3u8
QTV-3,http://150.138.8.143/00/SNM/CHANNEL00000502/index.m3u8
QTV-4,http://150.138.8.143/00/SNM/CHANNEL00000503/index.m3u8
QTV-5,http://150.138.8.143/00/SNM/CHANNEL00000504/index.m3u8
QTV-6,http://150.138.8.143/00/SNM/CHANNEL00000505/index.m3u8
港澳台,#genre#
民視,http://bakup.cdn.52glb.com/live/tw_minshi_hd.m3u8
台視,http://bakup.cdn.52glb.com/live/tw_taishi_hd.m3u8
中視,http://bakup.cdn.52glb.com/live/tw_zhongshi_hd.m3u8
華視,http://bakup.cdn.52glb.com/live/tw_huashi_hd.m3u8
公視,http://bakup.cdn.52glb.com/live/tw_gongshi_hd.m3u8
國家地理,http://bakup.cdn.52glb.com/live/gj_guojiadili.m3u8
國家地理悠人頻道,http://bakup.cdn.52glb.com/live/gj_guojiadilipeople.m3u8
國家地理野生頻道,http://bakup.cdn.52glb.com/live/gj_guojiadiliyesheng.m3u8
八大第一台,http://bakup.cdn.52glb.com/live/tw_badadiyi.m3u8
八大綜合台,http://bakup.cdn.52glb.com/live/tw_badazonghe.m3u8
八大戲劇台,http://bakup.cdn.52glb.com/live/tw_badaxiju.m3u8
八大娛樂台,http://bakup.cdn.52glb.com/live/tw_badayule.m3u8
三立台灣台,http://bakup.cdn.52glb.com/live/tw_sanlitaiwan.m3u8
三立都會台,http://bakup.cdn.52glb.com/live/tw_sanliduhui.m3u8
三立綜合台,http://bakup.cdn.52glb.com/live/tw_sanlizonghe.m3u8
東森綜合台,http://bakup.cdn.52glb.com/live/tw_dongsen_zh.m3u8
東森幼幼台,http://bakup.cdn.52glb.com/live/tw_dongsen_yy.m3u8
東森財經台,http://bakup.cdn.52glb.com/live/tw_dongsen_cj.m3u8
東森戲劇台,http://bakup.cdn.52glb.com/live/tw_dongsen_xj.m3u8
東森電影台,http://bakup.cdn.52glb.com/live/tw_dongsen_dy.m3u8
東森洋片台,http://bakup.cdn.52glb.com/live/tw_dongsen_yp.m3u8
東森亞洲台,http://bakup.cdn.52glb.com/live/tw_zhongtian_yz.m3u8
中天娛樂台,http://bakup.cdn.52glb.com/live/tw_zhongtian_yl.m3u8
中天綜合台,http://bakup.cdn.52glb.com/live/tw_zhongtian_zh.m3u8
民視新聞台,http://bakup.cdn.52glb.com/live/tw_minshixinwen.m3u8
非凡新聞台,http://bakup.cdn.52glb.com/live/tw_feifanxinwen.m3u8
年代新聞台,http://bakup.cdn.52glb.com/live/tw_niandaixinwen.m3u8
中天新聞台,http://bakup.cdn.52glb.com/live/tw_zhongtian_xw.m3u8
東森新聞台,http://bakup.cdn.52glb.com/live/tw_dongsen_xw.m3u8
寰宇新聞台,http://bakup.cdn.52glb.com/live/hk_huanyu.m3u8
靖天戲劇台,http://bakup.cdn.52glb.com/live/tw_jingtianxiju.m3u8
靖洋戏剧台,http://bakup.cdn.52glb.com/live/tw_jingyangxiju.m3u8
靖天日本台,http://bakup.cdn.52glb.com/live/tw_jingtianriben.m3u8
靖天卡通台,http://bakup.cdn.52glb.com/live/tw_jingtiankatong.m3u8
TVBS,http://bakup.cdn.52glb.com/live/tw_tvbs.m3u8
TVBS新聞台,http://bakup.cdn.52glb.com/live/tw_tvbsn_hd.m3u8
TVBS歡樂台,http://bakup.cdn.52glb.com/live/tw_tvbsg_hd.m3u8
衛視電影台,http://bakup.cdn.52glb.com/live/tw_weishi_dy.m3u8
衛視洋片台,http://bakup.cdn.52glb.com/live/tw_weishi_xp.m3u8
緯來體育台,http://bakup.cdn.52glb.com/live/tw_weilaitiyu.m3u8
緯來電影台,http://bakup.cdn.52glb.com/live/tw_weilai_dy.m3u8
緯來日本台,http://bakup.cdn.52glb.com/live/tw_weilai_rb.m3u8
壹新聞台,http://bakup.cdn.52glb.com/live/tw_yixinwen.m3u8
龍祥時代台,http://bakup.cdn.52glb.com/live/tw_longxiang_sd.m3u8
龍華戲劇台,http://bakup.cdn.52glb.com/live/tw_longhua_xj.m3u8
龍華洋片台,http://bakup.cdn.52glb.com/live/tw_longhua_yp.m3u8
龍華動畫台,http://bakup.cdn.52glb.com/live/tw_longhua_dh.m3u8
靖天電影台,http://bakup.cdn.52glb.com/live/tw_jingtian_dy.m3u8
中視經典台,http://bakup.cdn.52glb.com/live/tw_zhongshi_jd.m3u8
非凡商業台,http://bakup.cdn.52glb.com/live/tw_feifanshangye.m3u8
亞洲旅遊台,http://bakup.cdn.52glb.com/live/tw_yazhou_ly.m3u8
高點綜合台,http://bakup.cdn.52glb.com/live/tw_gaodian_zh.m3u8
美食星球台,http://bakup.cdn.52glb.com/live/tw_meishi_xq.m3u8
迪士尼卡通,http://bakup.cdn.52glb.com/live/tw_dishini_kt.m3u8
MTV音樂台,http://bakup.cdn.52glb.com/live/tw_mtv_hd.m3u8
MTV Live,http://bakup.cdn.52glb.com/live/tw_mtv_yinyue.m3u8
boom卡通台,http://bakup.cdn.52glb.com/live/tw_boom_kt.m3u8
美亞電影台,http://bakup.cdn.52glb.com/live/tw_meiya_dy.m3u8
星空衛視台,http://bakup.cdn.52glb.com/live/hk_xingkong_ws.m3u8
星衛電影台,http://bakup.cdn.52glb.com/live/tw_weixing_dy.m3u8
星衛娛樂台,http://bakup.cdn.52glb.com/live/tw_weixing_yl.m3u8
FOX運動1台,http://bakup.cdn.52glb.com/live/tw_foxsports.m3u8
FOX運動2台,http://bakup.cdn.52glb.com/live/tw_foxsports2.m3u8
愛爾達體育1台,http://bakup.cdn.52glb.com/live/tw_elta_sports.m3u8
愛爾達體育2台,http://bakup.cdn.52glb.com/live/tw_elta_sports2.m3u8
愛爾達體育3台,http://bakup.cdn.52glb.com/live/tw_elta_sports3.m3u8
HBO強檔台,http://bakup.cdn.52glb.com/live/gj_hbohi.m3u8
好萊塢電影台,http://bakup.cdn.52glb.com/live/gj_haolaiwu_dy.m3u8
KIDS,http://bakup.cdn.52glb.com/live/gj_mykids.m3u8
SMART知識台,http://bakup.cdn.52glb.com/live/gj_smart_zs.m3u8
FOX娛樂台,http://bakup.cdn.52glb.com/live/gj_fox_hd.m3u8
FOX警匪台,http://bakup.cdn.52glb.com/live/gj_fox_crime.m3u8
FOX動作電影談,http://bakup.cdn.52glb.com/live/gj_fox_dzdy.m3u8
FOX優質電影台,http://bakup.cdn.52glb.com/live/gj_fox_yzdy.m3u8
CI犯罪偵緝,http://bakup.cdn.52glb.com/live/gj_ci_zuianzhencha.m3u8
AXN,http://bakup.cdn.52glb.com/live/gj_axnhd.m3u8
CinemaWorld,http://bakup.cdn.52glb.com/live/gj_cinemaworld.m3u8
CATCHPLAY電影台,http://bakup.cdn.52glb.com/live/gj_catchplay_hd.m3u8
亞洲美食台,http://bakup.cdn.52glb.com/live/tw_yazhoumeishi.m3u8
NHK WORLD,http://bakup.cdn.52glb.com/live/tw_nhk_world.m3u8
鳳凰衛視台,http://bakup.cdn.52glb.com/live/hk_fhzx.m3u8
鳳凰中文台,http://bakup.cdn.52glb.com/live/hk_fhzw.m3u8
鳳凰香港台,http://bakup.cdn.52glb.com/live/hk_fhxg.m3u8
翡翠台,http://bakup.cdn.52glb.com/live/hk_feicui.m3u8
明珠台,http://bakup.cdn.52glb.com/live/hk_mingzhu.m3u8
無線財經資訊台,http://bakup.cdn.52glb.com/live/hk_tvbj5.m3u8
無線新聞台,http://bakup.cdn.52glb.com/live/hk_hudongxinwen.m3u8
有线电影台,http://prdsecurelive.ainemo.com/live/yxdye7763.flv
ViUTV,http://bakup.cdn.52glb.com/live/hk_viutv.m3u8
J2,http://bakup.cdn.52glb.com/live/hk_tvbj2.m3u8
星河頻道,http://bakup.cdn.52glb.com/live/hk_tvb_xh.m3u8
有線新聞台,http://bakup.cdn.52glb.com/live/hk_hkcnews.m3u8
功夫台,http://bakup.cdn.52glb.com/live/hk_tvb_gongfu.m3u8
RHK32,http://bakup.cdn.52glb.com/live/hk_rhk32.m3u8
天映經典台,http://bakup.cdn.52glb.com/live/hk_tianyin_jd.m3u8
澳門衛視台,http://bakup.cdn.52glb.com/live/tw_aomen.m3u8
8頻道,http://bakup.cdn.52glb.com/live/ml_channel8.m3u8
5頻道,http://bakup.cdn.52glb.com/live/ml_channel5.m3u8
U頻道,http://bakup.cdn.52glb.com/live/ml_channelu.m3u8
天映頻道,http://bakup.cdn.52glb.com/live/ml_tianyingHD.m3u8
天映經典,http://bakup.cdn.52glb.com/live/tw_tianying_jd.m3u8
OH!K,http://bakup.cdn.52glb.com/live/ml_OHK.m3u8
Astro AEC,http://bakup.cdn.52glb.com/live/ml_aec.m3u8
Astro 小太陽,http://bakup.cdn.52glb.com/live/ml_xiaotaiyang.m3u8
Astro 歡喜台,http://bakup.cdn.52glb.com/live/ml_huanxi.m3u8
Astro 華麗台,http://bakup.cdn.52glb.com/live/ml_huali.m3u8
Astro 愛奇藝,http://bakup.cdn.52glb.com/live/ml_aiqiyi.m3u8
Astro 全佳,http://bakup.cdn.52glb.com/live/ml_quanjia.m3u8
Astro 雙星,http://bakup.cdn.52glb.com/live/ml_shuangxing.m3u8
Astro Arena,http://bakup.cdn.52glb.com/live/ml_Arena.m3u8
Astro boo,http://bakup.cdn.52glb.com/live/ml_boo.m3u8
Astro Citra,http://bakup.cdn.52glb.com/live/ml_citraHD.m3u8
Astro Warna,http://bakup.cdn.52glb.com/live/ml_Warna.m3u8
Astro Naura,http://bakup.cdn.52glb.com/live/ml_Naura.m3u8
KIX,http://bakup.cdn.52glb.com/live/ml_KIX.m3u8
8TV,http://bakup.cdn.52glb.com/live/ml_8tv.m3u8
OASIS,http://bakup.cdn.52glb.com/live/ml_oasis.m3u8
GOLF,http://bakup.cdn.52glb.com/live/ml_GOLF.m3u8
OKEY,http://bakup.cdn.52glb.com/live/ml_OKEY.m3u8
TV1,http://bakup.cdn.52glb.com/live/ml_TV1.m3u8
TV2,http://bakup.cdn.52glb.com/live/ml_tv2.m3u8
TV3,http://bakup.cdn.52glb.com/live/ml_tv3.m3u8
TV9,http://bakup.cdn.52glb.com/live/ml_TV9.m3u8
WWEHD,http://bakup.cdn.52glb.com/live/ml_WWEHD.m3u8
RTMSport,http://bakup.cdn.52glb.com/live/ml_RTMSportHD.m3u8
Astro SuperSport 1,http://bakup.cdn.52glb.com/live/ml_AstroSuperSport1.m3u8
Astro SuperSport 2,http://bakup.cdn.52glb.com/live/ml_AstroSuperSport2.m3u8
Astro SuperSport 3,http://bakup.cdn.52glb.com/live/ml_AstroSuperSport3.m3u8
Astro SuperSport 4,http://bakup.cdn.52glb.com/live/ml_AstroSuperSport4.m3u8
都市劇場,http://bakup.cdn.52glb.com/live/tw_doushi_jc.m3u8
CIBN,#genre#
CIBN电影,http://cinb1.peoplevideo.cn/hls/vCIBNDYPD/800/vCIBNDYPD.m3u8
CIBN嗨播,http://cinb1.peoplevideo.cn/hls/vCIBNDYDYYPD/1800/vCIBNYYPD.m3u8
CIBN军事,http://cinb1.peoplevideo.cn/hls/vCIBNGZJC/1800/vCIBNGZJC.m3u8
CIBN钓鱼,http://cinb1.peoplevideo.cn/hls/vCIBNGWPDHWXF/1800/vCIBNHWXF.m3u8
CIBN生活,http://cinb1.peoplevideo.cn/hls/vCIBNGWPD/1800/vCIBNGWPD.m3u8
CIBN教育,http://cinb1.peoplevideo.cn/hls/vCIBNJYPD/1800/vCIBNJYPD.m3u8
CIBN汽车,http://cinb1.peoplevideo.cn/hls/vCIBNQCPD/1800/vCIBNQCPD.m3u8
CIBN财经,http://cinb1.peoplevideo.cn/hls/vCIBNCJPD/1800/vCIBNCJPD.m3u8
CIBN微电影,http://cinb1.peoplevideo.cn/hls/vCIBNWDYPD/1800/vCIBNWDYPD.m3u8
CIBN汉学院,http://cinb1.peoplevideo.cn/hls/vCIBNHXYPD/1800/vCIBNHXYPD.m3u8
CIBN纪录片,http://cinb1.peoplevideo.cn/hls/vCIBNJLPD/1800/vCIBNJLPD.m3u8
CIBN电影导视,http://cinb1.peoplevideo.cn/hls/vCIBNDYDS/1800/vCIBNDYDS.m3u8
CIBN精品影院,http://cinb1.peoplevideo.cn/hls/vCIBNJPYY/1800/vCIBNJPYY.m3u8
CIBN情感影院,http://cinb1.peoplevideo.cn/hls/vCIBNQGYY/1800/vCIBNQGYY.m3u8
CIBN喜剧影院,http://cinb1.peoplevideo.cn/hls/vCIBNHSYX/1800/vCIBNHSYX.m3u8
CIBN骄阳剧场,http://cinb1.peoplevideo.cn/hls/vCIBNJDJC/1800/vCIBNJDJC.m3u8
CIBN古装剧场,http://cinb1.peoplevideo.cn/hls/vCIBNZYPD/1800/vCIBNZYPD.m3u8
CIBN炫佳动漫,http://cinb1.peoplevideo.cn/hls/vCIBNDMPD/1800/vCIBNDMPD.m3u8
CIBN留学世界,http://cinb1.peoplevideo.cn/hls/vCIBNRBJC/1800/vCIBNRBJC.m3u8
CIBN文化中国,http://cinb1.peoplevideo.cn/hls/vCIBNCWHPD/1800/vCIBNCWHPD.m3u8
CIBN艺术院线,http://cinb1.peoplevideo.cn/hls/vCIBNTEADJ/1800/vCIBNTEADJ.m3u8
CIBN NIHAOTV,http://cinb1.peoplevideo.cn/hls/vCIBNCHNTV/1800/vCIBNCHNTV.m3u8
轮播频道,#genre#
科幻电影,http://aldirect.hls.huya.com/huyalive/28466698-2689656864-11551988268341919744-2847699194-10057-A-0-1_1200.m3u8
好莱坞电影,http://aldirect.hls.huya.com/huyalive/30765679-2484192572-10669525853706125312-2847687498-10057-A-0-1_1200.m3u8
怪物科幻,http://js.hls.huya.com/huyalive/30765679-2478268764-10644083292078342144-2847699106-10057-A-0-1_1200.m3u8
漫威电影,http://aldirect.hls.huya.com/huyalive/30765679-2504742278-10757786168918540288-3049003128-10057-A-0-1_1200.m3u8
灾难电影,http://aldirect.hls.huya.com/huyalive/29169025-2686219962-11537226886652362752-2710080226-10057-A-0-1_1200.m3u8
丧尸电影,http://tx.hls.huya.com/huyalive/29106097-2689286606-11550398022340837376-2789274544-10057-A-0-1.m3u8
动漫大电影,http://tx.hls.huya.com/huyalive/28466698-2689661530-11552008308659322880-3049003102-10057-A-0-1.m3u8
亚洲大电影,http://tx.hls.huya.com/huyalive/30765679-2554414680-10971127511022305280-3048991634-10057-A-0-1.m3u8
亚洲好电影,http://tx.hls.huya.com/huyalive/30765679-2554414705-10971127618396487680-3048991636-10057-A-0-1.m3u8
电影导视,http://gs.hdp.ds.lunbocl.ott.cibntv.net/hls/vCIBNDYDS/1800/vCIBNDYDS.m3u8?md5=c246ac4e6b6cb88b7f970b530ff04b86
电影综合,http://gs.hdp.ds.lunbocl.ott.cibntv.net/hls/vCIBNDYPD/1800/vCIBNDYPD.m3u8?md5=c246ac4e6b6cb88b7f970b530ff04b86
精品影院,http://gs.hdp.ds.lunbocl.ott.cibntv.net/hls/vCIBNJPYY/1800/vCIBNJPYY.m3u8?md5=c246ac4e6b6cb88b7f970b530ff04b86
情感影院,http://gs.hdp.ds.lunbocl.ott.cibntv.net/hls/vCIBNQGYY/1800/vCIBNQGYY.m3u8?md5=c246ac4e6b6cb88b7f970b530ff04b86
喜剧影院,http://gs.hdp.ds.lunbocl.ott.cibntv.net/hls/vCIBNHSYX/1800/vCIBNHSYX.m3u8?md5=c246ac4e6b6cb88b7f970b530ff04b86
古装剧场,http://gs.hdp.ds.lunbocl.ott.cibntv.net/hls/vCIBNZYPD/1800/vCIBNZYPD.m3u8?md5=c246ac4e6b6cb88b7f970b530ff04b86
骄阳剧场,http://gs.hdp.ds.lunbocl.ott.cibntv.net/hls/vCIBNJDJC/1800/vCIBNJDJC.m3u8?md5=c246ac4e6b6cb88b7f970b530ff04b86
亲子卡通,#genre#
迪斯尼,vjms://58.215.133.185:8500:3502/live/cid=361#vjms://121.14.222.75:8500:3502/live/cid=361#vjms://23.237.33.155:8500:3502/live/cid=361
CN卡通,vjms://121.14.222.75:8500:3502/live/cid=422#http://pili-live-hdl.qhmywl.com/dsdtv/c865782e4a131efe17651165835ca37e.flv#p8p://0198.02686.cc:16871/5d1a69b3000e2d1e11bddbfa8c491af8.ts#vjms://23.237.33.155:8500:3502/live/cid=422
东森幼幼,vjms://121.14.222.75:8500:3502/live/cid=344#p8p://0198.02686.cc:16871/5d416a580007131b7660d3322e8b0a5f.ts#vjms://23.237.33.155:8500:3502/live/cid=344
BabyFirst,http://ms003.happytv.com.tw/live/F9YMztT5DcwWEr1f/index.m3u8
靖洋卡通,http://61.58.60.230:9319/live/206.m3u8
靖天卡通,http://61.58.60.230:9319/live/207.m3u8
NewTV,#genre#
Newtv-动作电影,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226329/1.m3u8
Newtv-家庭剧场,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226330/1.m3u8
Newtv-中国功夫,http://111.13.111.167/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226321/1.m3u8
Newtv-爱情喜剧,http://111.13.111.167/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226322/1.m3u8
Newtv-古装剧场,http://111.13.111.167/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226323/1.m3u8
Newtv-军旅剧场,http://111.13.111.167/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226324/1.m3u8
Newtv-军事评论,http://111.13.111.167/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226326/1.m3u8
Newtv-精品大剧,http://111.13.111.167/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226331/1.m3u8
嗨曲,#genre#
混音 Ⅰ 美丽的人说,http://www.zuori.cc/index/downloads?d=43165&v=6lD80AFR
泰国 Ⅰ 黑色比基尼,http://www.zuori.cc/index/downloads?d=43165&v=Vv5vUlsM
夜店 Ⅰ 调情俱乐部,http://www.zuori.cc/index/downloads?d=43165&v=acPB0w06
夜店 Ⅰ 比基尼派对,http://www.zuori.cc/index/downloads?d=43165&v=OvuRosJO
夜店 Ⅰ 尬舞俱乐部,http://www.zuori.cc/index/downloads?d=43165&v=6coAxHVF
夜店 Ⅰ 慕尼黑聚会,http://www.zuori.cc/index/downloads?d=43165&v=54M0khyO
夜店 Ⅰ 两姐妹领舞,http://www.zuori.cc/index/downloads?d=43165&v=4xHguSxl
混音 Ⅰ 迪斯科舞曲,http://www.zuori.cc/index/downloads?d=43165&v=sVUrPAkF
电音 Ⅰ 做我的爱人,http://www.zuori.cc/index/downloads?d=43165&v=RaQAd2ef
电音 Ⅰ 最好的一面,http://www.zuori.cc/index/downloads?d=43165&v=kJOLL7qs
派对 Ⅰ 麦王滑板车,http://www.zuori.cc/index/downloads?d=43165&v=f4Mf7Sou
舞曲 Ⅰ 大家都跳舞,http://www.zuori.cc/index/downloads?d=43165&v=VdI9HOwH
舞曲 Ⅰ 极速鬼步舞,http://www.zuori.cc/index/downloads?d=43165&v=VSUEF0Sq
舞曲 Ⅰ 再一次鬼步舞,http://www.zuori.cc/index/downloads?d=43165&v=R4SIsRRH
混音 Ⅰ 温柔的抚摸我,http://www.zuori.cc/index/downloads?d=43165&v=nO3nU3vC
夜店 Ⅰ 俱乐部的一天,http://www.zuori.cc/index/downloads?d=43165&v=v2cu36ks
夜店 Ⅰ 狂野的俱乐部,http://www.zuori.cc/index/downloads?d=43165&v=I7plIu2a
派对 Ⅰ 我们如何聚会,http://www.zuori.cc/index/downloads?d=43165&v=GphYWFNW
电音 Ⅰ 永远在你身边,http://www.zuori.cc/index/downloads?d=43165&v=DqPafWf2
电音 Ⅰ 美女沙滩大海,http://www.zuori.cc/index/downloads?d=43165&v=h8SKIzR4
电音 Ⅰ 活在黑夜里,http://www.zuori.cc/index/downloads?d=43165&v=LNnplfDT
车展 Ⅰ 泰国迷你直通车,http://www.zuori.cc/index/downloads?d=43165&v=lpWRRLUD
车展 Ⅰ 泰国比基尼舞蹈,http://www.zuori.cc/index/downloads?d=43165&v=U9kkGlvv
派对 Ⅰ 泰国跳舞家族聚会,http://www.zuori.cc/index/downloads?d=43165&v=HXPFyvSW
嗨曲 Ⅰ 黎明前的泰国美眉,http://www.zuori.cc/index/downloads?d=43165&v=vJeUyqpy
舞曲 Ⅰ 风靡一时的鬼步舞,http://www.zuori.cc/index/downloads?d=43165&v=BnnJWufX
车展 Ⅰ 泰国三美女比基尼,http://www.zuori.cc/index/downloads?d=43165&v=kt81QJUJ
车展 Ⅰ 泰国超甜美丽模特,http://www.zuori.cc/index/downloads?d=43165&v=njEPbOh5
派对 Ⅰ 迈阿密音乐节克鲁斯,http://www.zuori.cc/index/downloads?d=43165&v=XEX5F0J1
走秀 Ⅰ 祝贺男人比基尼美女,http://www.zuori.cc/index/downloads?d=43165&v=fe0MmmdY
车展 Ⅰ 泰国波动比基尼美女,http://www.zuori.cc/index/downloads?d=43165&v=8ojPWmEM
车展 Ⅰ 泰国郊郎蓝色比基尼美女,http://www.zuori.cc/index/downloads?d=43165&v=yq8JSUqD
4K,#genre#
BesTV 4k,http://117.148.187.37/PLTV/88888888/224/3221226718/index.m3u8
纯享 4K,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226825/index.m3u8
CCTV 4K,http://117.148.187.83/PLTV/88888888/224/3221226758/index.m3u8
爱上4K,http://1.180.237.9/live.aishang.ctlcdn.com/00000110240282_1/encoder/0/playlist.m3u8
庆余年,#genre#
第1集,http://cn7.7639616.com/hls/20191126/eebb68accf60bff8adffe64c7ac68219/1574769804/index.m3u8
第2集,http://cn6.7639616.com/hls/20191126/5732e6c5fd2ba9580797bbac42bc3afa/1574769508/index.m3u8
第3集,http://cn6.7639616.com/hls/20191126/4a8f0703560fbf62737a5412e621106c/1574769796/index.m3u8
第4集,http://cn6.7639616.com/hls/20191126/92cd1cc6dc8b17f5af5e9ef4e4646f31/1574770052/index.m3u8
第5集,http://cn6.7639616.com/hls/20191127/dda0147253cc5614c1ee9dc07db53d4d/1574855943/index.m3u8
第6集,http://cn6.7639616.com/hls/20191127/cf70a07ea78d7a49bcb8c8ad143509cb/1574856214/index.m3u8
第7集,http://cn7.7639616.com/hls/20191202/6130d5894de49730b8efd518726af6d0/1575289774/index.m3u8
第8集,http://cn7.7639616.com/hls/20191202/5764ab97bf8d77657045a9cce212602c/1575290626/index.m3u8
第9集,http://cn7.7639616.com/hls/20191202/32bbb815423d075d4fa7dc5709543d70/1575290909/index.m3u8
第10集,http://cn7.7639616.com/hls/20191202/d1ba87034a6c2cafc04c426c2d36fa9c/1575290072/index.m3u8
第11集,http://cn7.7639616.com/hls/20191202/7e13c54c25302df4b91ac796630970e0/1575290345/index.m3u8
第12集,http://cn6.7639616.com/hls/20191203/53260ec7a4b66e59819a294b479f7431/1575374276/index.m3u8
第13集,http://cn6.7639616.com/hls/20191203/bcf2643ea292d4c6dc4d4a97a307bcfe/1575374517/index.m3u8
第14集,http://cn6.7639616.com/hls/20191204/b6de5e37911e398ced3222ac05bac6cd/1575461531/index.m3u8
第15集,http://cn6.7639616.com/hls/20191204/5e664c13bb769d14505ac7bde3ee4c5f/1575461816/index.m3u8
第16集,http://cn6.7639616.com/hls/20191205/22cd2b1ea49a2e23c5bced92209dbbd1/1575552029/index.m3u8
第17集,http://cn7.7639616.com/hls/20191205/916a0b5ae4898cf8d8711efae0a4c3fe/1575552019/index.m3u8
第18集,http://cn7.7639616.com/hls/20191210/b740ab52eddddd94362c6f115295147c/1575981959/index.m3u8
第19集,http://cn7.7639616.com/hls/20191210/705ead2f03fb42b5486e02ce37b60f3c/1575982216/index.m3u8
第20集,http://cn6.7639616.com/hls/20191210/7207e4d9b553eaf7dc28a6b48c4a9650/1575983199/index.m3u8
第21集,http://cn6.7639616.com/hls/20191210/4aad8f826a12afd1344ebcbea7fe5e16/1575983939/index.m3u8
第22集,http://cn7.7639616.com/hls/20191211/dc5da261da7723f499e096ba560f6b1a/1576072148/index.m3u8
第23集,http://cn7.7639616.com/hls/20191211/13717fa114b4d5acd5dcef6b80680c63/1576071284/index.m3u8
第24集,http://cn6.7639616.com/hls/20191211/18f9775f5c6a908a2e4f572326a29edf/1576071251/index.m3u8
第25集,http://cn7.7639616.com/hls/20191211/61e986ad5fad7b64958388200fae21e8/1576071659/index.m3u8
第26集,http://cn6.7639616.com/hls/20191211/60b8547d81f49a38b9b15a628cc2401d/1576072150/index.m3u8
第27集,http://cn6.7639616.com/hls/20191211/c5becb0622315154011b5eb6a8a50068/1576071720/index.m3u8
第28集,http://cn7.kankia.com/hls/20191216/1502d3f4cab18c1b420df1eb832460c8/1576499388/index.m3u8
第29集,http://cn7.kankia.com/hls/20191216/b25ca0acefce9290b34ff6039bff53da/1576499044/index.m3u8
第30集,http://cn7.kankia.com/hls/20191216/54f4d7c9b2c0ff2ad2fa16f47d47787b/1576509615/index.m3u8
第31集,http://cn7.kankia.com/hls/20191216/ce7c7408bf80ac15d23360d1be7f7673/1576509006/index.m3u8
第32集,http://cn6.kankia.com/hls/20191217/9172fdc56e0f7c5808a5971cdf037d54/1576547595/index.m3u8
